Подбел многолистный                             
Толокнянка обыкновенная                         
Арктоус красноплодная                           
Кассиопея вересковидная                         
Хамедафне болотная                              
Клюква болотная                                 
Рододендрон мелколистный                        
Черника                                         
Проломник Бунге                                 
Проломник нитевидный                            
Проломник Гмелина                               
Проломник седой                                 
Проломник большой                               
Проломник северный                              
Кортуза алтайская                               
Кортуза сибирская                               
Млечник приморский                              
Вербейник даурский                              
Наумбургия кистецветная                         
Первоцвет кортузовидный                         
Первоцвет крупночашечный                        
Первоцвет поникший                              
Первоцвет перистый                              
Первоцвет пильчатый                             
Седмичник европейский                           
Зубница мелкоцветковая                          
Гониолимон красивый                             
Кермек извилистый                               
Анагалидиум вильчатый                           
Циминалис водяная                               
Циминалис крупноцветковый                       
Циминалис пегий                                 
Циминалис ложноводная                           
Циминалис растопыренная                         
Комастома нежная                                
Дизистефана (сокольница) холодная               
Дазистефана (сокольница) лежачая                
Дазистефана (сокольница) крупнолистная          
Дизистефана (сокольница) трехцветковая          
Горечавочка острая                              
Горечавочка горьковатая                         
Горечавочник бородатый                          
Галения рогатая                                 
Ломатогониум каринтийский                       
Ломатогониум колесовидный                       
Сверция тупая                                   
Вахта трехлистная                               
Болотноцветник (нимфейник) щитолистный          
Циноктонум пурпуровый                           
Ластовень сибирский                             
Повой даурский                                  
Повой вздутый                                   
Вьюнок Аммана                                   
Вьюнок полевой                                  
Вьюнок двувершинный                             
Повилика европейская                            
Синюха ложнокрасивая                            
Синюха кистистая                                
Фацелия пижмолистная                            
Круглоспинник скальный                          
Острица простертая                              
Бурачник лекарственный                          
Незабудочник саянский                           
Незабудочник шелковистый                        
Гакелия отогнутая                               
Гакелия тимьянолистная                          
Липучка неравношипиковая                        
Липучка родственная                             
Липучка Редовского                              
Липучка оттопыренная                            
Воробейник лекарственный                        
Мертензия даурская                              
Мертенция сибирская                             
Мертензия длинностолбиковая                     
Незабудка южнобайкальская                       
Незабудка байкальская                           
Незабудка дернистая                             
Незабудка подражающая                           
Незабудка Крылова                               
Незабудка скорпионовая                          
Нонея русская                                   
Медуница мягенькая                              
Аметистка голубая                               
Змееголовник крупноцветковый                    
Змееголовник вонючий                            
Змееголовник поникший                           
Змееголовник ольхонский                         
Змееголовник перистый                           
Змееголовник Руйша                              
Тимьян монгольский                              
Змееголовник тимьяноцветный                     
Эсгольция ресничатая                            
Жабрей двунадрезанный                           
Жабрей ладанниковый                             
Будра плющевидная                               
Яснотка белая                                   
Яснотка восточная                               
Пустырник уменьшенный                           
Пустырник сизый                                 
Мята полевая                                    
Мята канадская                                  
Душица обыкновенная                             
Панцерия шерстистая                             
Зопник клубненосный                             
Черноголовка обыкновенная                       
Схизонепета многонадрезанная                    
Шлемник байкальский                             
Шлемник обыкновенный                            
Шлемник скордиелистный                          
Чистец шероховатый                              
Чистец болотный                                 
Тимьян  байкальский                             
Тимьян еравнинский                              
Тимьян енисейский                               
Тимьян Павлова                                  
Белена черная                                   
Пузырница физалисовая                           
Кастиллея бледная                               
Кастиллея красная                               
Цимбария даурская                               
Очанка волосистенькая                           
Очанка якутская                                 
Очанка гребешковая                              
Очанка Сырейщикова                              
Очанка прямая                                   
Лужница водяная                                 
Льнянка остролопастная                          
Льнянка бурятская                               
Льнянка крупноколосая                           
Льнянка обыкновенная                            
Марьянник дубравный                             
Зубчатка обыкновенная                           
Мытник высокий                                  
Мытник мясокрасный                              
Мытник Каро                                     
Мытник лабрадорский                             
Мытник тысячелистный                            
Мытник перевернутый                             
Мытник краснеющий                               
Мытник Карлов скипетр                           
Мытник топяной                                  
Мытник миловидный                               
Погремок весенний                               
Норичник вырезной                               
Вероника дубравная                              
Вероника реснитчатая                            
Вероника густоцветковая                         
Вероника Крылова                                
Вероника льнянколистная                         
Вероника тимьянолистная                         
Вероничник сибирский                            
Бошнякия русская                                
Заразиха голубая                                
Заразиха синеватая                              
Заразиха Крылова                                
Жирянка обыкновенная                            
Пузырчатка средняя                              
Пузырчатка малая                                
Пузырчатка обыкновенная                         
Подорожник прижатый                             
Подорожник большой                              
Подорожник средний                              
Подорожник солончаковый                         
Подмаренник бореальный                          
Подмаренник мягкий                              
Подмаренник вздутоплодный                       
Подмаренник русский                             
Подмаренник трехцветковый                       
Подмаренник ложный                              
Подмаренник топяной                             
Жимолость Палласа                               
Жимолость татарская                             
Бузина сибирская                                
Бузина маньчжурская                             
Адокса мускусная                                
Патриния скальная                               
Патриния сибирская                              
Валериана алтайская                             
Валериана очереднолистная                       
Валериана заенисейская                          
Короставник полевой                             
Скабиоза венечная                               
Скабиоза бледно-желтая                          
Бубенчик коронопусолистный                      
Колокольчик олений                              
Колокольчик волосистоцветковый                  
Колокольчик сборный                             
Колокольчик точечный                            
Колокольчик Турчанинова                         
Тысячелистник азиатский                         
Тысячелистник благородный                       
Кошачья лапка двудомная                         
Пупавка светло-желтая                           
Лопух войлочный                                 
Полынь горькая                                  
Полынь однолетняя                               
Полынь баргузинская                             
Полынь замещающая                               
Полынь заостренная                              
Полынь обедненная                               
Полынь обманчивая                               
Полынь эстрагон                                 
Полынь холодная                                 
Полынь серая                                    
Полынь Гмелина                                  
Полынь цельнолистная                            
Полынь рассеченная                              
Дороникум алтайский                             
Мордовник широколистный                         
Мелколепестник едкий                            
Мелколепестник удлиненный                       
Мелколепестник копьевидный (ланцетолистный)     
Нителистник сибирский                           
Солонечник даурский                             
Сушеница лесная                                 
Гетеропаппус алтайский                          
Гетеропаппус двулетний                          
Ястребинка двузеленоцветная                     
Ястребинка чамыяшская                           
Ястребинка ежевидная ( румянковидная)           
Ястребинка Ганешина                             
Ястребинка ложномучнистоветвистая               
Ястребинка могучая                              
Ястребинка тунгусская                           
Ястребинка ядовитая                             
Девясил британский                              
Девясил иволистный                              
Иксерис злаковидный                             
Иксерис злаколистный                            
Салат сибирский                                 
Лейбнитция бестычинковая                        
Кульбаба осенняя                                
Эдельвейс обыкновенный                          
Эдельвейс бледножелтый                          
Поповник обыкновенный                           
Ромашка непахучая                               
Белокопытник красноватый                        
Горчак даурский                                 
Чихотная трава альпийская, птaрмика альпийская  
Чихотная недотрога, птармика недотрога          
Пиретрум красивенький                           
Большеголовник одноцветковый                    
Крыловия пустынная                              
Соссюрея горькая                                
Соссюрея мелкозубчатая                          
Соссюрея мелкоцветковая                         
Соссюрея иволистная                             
Соссюрея Шангина                                
Соссюрея Штубендорфа                            
Козелец австрийский                             
Козелец искревленный                            
Козелец голый                                   
Козелец лучистый                                
Крестовник Якова                                
Крестовник обыкновенный                         
Серпуха васильковая                             
Серпуха венценосная                             
Серпуха окаймленная                             
Осот полевой                                    
Осот огородный                                  
Одуванчик байкальский                           
Одуванчик хамарский                             
Одуванчик рогатый                               
Одуванчик холмовой                              
Одуванчик рассеченный                           
Одуванчик красносемянный                        
Одуванчик белоцветковый                         
Одуванчик длиннорогий                           
Одуванчик монгольский                           
Одуванчик лекарственный                         
Одуванчик Принтца                               
Одуванчик китайский                             
Одуванчик узколопастной                         
Пепельник чернопурпуровый                       
Пепельник пурпуровый                            
Пепельник Турчанинова                           
Козлобородник восточный                         
Козлобородник сибирский                         
Козлобородник шероховатоплодный                 
Пазник крапчатый                                
Мать-и-мачеха обыкновенная                      
Юнгия тонколистная                              
Поплавок крошащийся                             
Артония комковатая                              
Асахинеа Шоландера                              
Буэллия изящная                                 
Кладония Каневского                             
Коллема грубоморщинистая                        
Кордицепс военный                               
Паутинник голубой                               
Дендрискокаулон Умгаусена                       
Флавопунктелия желтеющая                        
Фускопаннария Альнера                           
Лакированный трутовик                           
Грифола курчавая                                
Гиалидея звездочка                              
Ханстрассия ленская                             
Геппия солориновидная                           
Гипогимния чистоватая                           
Гипотрахина ложновыемчатая                      
Лактариус альпийский                            
Лептогиум Бурнета                               
Лептогиум Гильденбранда                         
Лейкофолиота древесинная                        
Лихеномфалия зонтичная                          
Лобария легочная                                
Лобария сетчатая                                
Лобария ямчатая                                 
Миелохроа золотистая                            
Нефромопсис Комарова                            
Паннария шерстистая                             
Пельтула блюдцевидная                           
Пельтула корневая                               
Фискония внутрижелтая                           
Трутовик корнелюбивый                           
Плютеус иноцибеподобный                         
Полибластидиум японский                         
Клитоцибула древесинная                         
Псора индигиркская                              
Пунктелия Боррера                               
Пунктелия сорная                                
Пунктелия грубоватая                            
Пиксина соредиальная                            
Стикта темно-бурая                              
Масленок якутский                               
Дрожжалка гриболюбивая                          
Тектелла блюдцевидная                           
Тониния глинисто-желтая                         
Тукнерария Лаурера                              
Нормандина красивенькая                         
Гриммия косоногая                               
Плагиомниум пузырчатый                          
Гелодиум болотный                               
Подперея Крылова                                
Порелла тоненькая                               
Фруллания моховая                               
Жаффюелиобриум широколистный                    
Схистидиум нежный                               
Дидимодон тупой                                 
Плагиомниум острый                              
Струкия безжилковая                             
Гаматокаулис глянцевитый                        
Клаоподиум прозрачножилковый                    
Полынь Ледебура                                 
Полынь крупноцветковая                          
Полынь Максимовича                              
Полынь Мессершмидта                             
Полынь монгольская                              
Полынь одноколосая                              
Полынь селитряная                               
Полынь болотная                                 
Полынь пушистая                                 
Полынь скальная                                 
Полынь сантолинолистная                         
Полынь Шишкина                                  
Полынь Шренка                                   
Полынь метельчатая                              
Полынь Сиверса                                  
Полынь пижмолистная                             
Астры альпийской                                
Череда лучевая                                  
Череда трехраздельная                           
Недоспелка копьевидная, какалия копьевидная     
Чертополоха курчавого                           
Колючника Биберштейна                           
Василёк скабиозовый                             
Хамомилла пахучая                               
Бодяг съедобный                                 
Бодяг разнолистный                              
Бодяг серпуховидный                             
Скерда Бунге                                    
Скерда шафранно-желтая                          
Скерда лировидная                               
Скерды откушенной                               
Скерда кровельная                               
Скерда тунгуссая                                
Дендрантема монгольская                         
Дендрантема Завадского                          
Фиалка двухцветковая                            
Астра альпийская                                
Чертополох курчавый                             
Колючник Биберштейна                            
Василек скабиозовый                             
Скерда откушенная                               
Мятлик приземистый                              
Голомянка большая                               
Голомянка малая                                 
Желтокрылка                                     
Длиннокрылка                                    
Широколобка байкальская                         
Большая красная широколобка                     
Широколобка Коротнева                           
Байкальский хариус                              
Белый байкальский хариус                        
Таймень                                         
Обыкновенный окунь                              
Обыкновенная щука                               
Благородный олень (изюбрь)                      
Лось                                            
Сибирская косуля                                
Северный олень                                  
Кабан                                           
Бурый медведь                                   
Волк                                            
Обыкновенная лисица                             
Корсак                                          
Соболь                                          
Горностай                                       
Колонок                                         
Азиатский барсук                                
Речная выдра                                    
Обыкновенная белка                              
Седой сурок (байбак)                            
Северная пищуха                                 
Заяц-беляк                                      
Сизая чайка                                     
Обыкновенный чистик                             
Филин                                           
Беркут                                          
Орлан-белохвост                                 
Скопа                                           
Серый журавль                                   
Даурский журавль                                
Лебедь-кликун                                   
Серый гусь                                      
Глухарь                                         
Рябчик                                          
Сапсан                                          
Ворон                                           
Байкалия килеватая                              
Хоаномфалус Маака                               
Бенедикция байкальская                          
Байкалобия                                      
Манаюнкия байкальская                           
Мегалоптерофилус байкальский                    
Акантогаммарус Виктории                         
Росомаха                                        
Черношапочный сурок                             
Кабарга                                         
Бурундук                                        
Ондатра                                         
Сибирский осётр                                 
Сибирский хариус                                
Налим                                           
Байкальская эпишура                             
Брандтия широкейшая                             
Макрогектопус Браницкого                        
Губка любомирския байкальская                   
Монгольская жаба                                
Узорчатый полоз                                 
Большой (сибирский) трубконос                   
Могильник                                       
Тихоходки                                       
Малый лебедь                                    
Мохноногий сыч                                  
Длиннохвостая неясыть                           
Живородящая ящерица                             
Сибирская лягушка                               
Сибирский ушан                                  
Средняя бурозубка                               
Полёвка-экономка                                
Сибирский углозуб                               
Белка                                           
